"Symbol","Name","Index Country","Country of incorporation","Cross-list symbol","Cross-list exchange","Foreign filer?","GICS Sector","Market cap","Average Volume","Action"
"FFMGF","First Mining Gold Corp.","Canada","","CT:FF","Toronto Stock Exchange","No","Materials","$171,042,697","1,391,291","Analyze"
"FFNTF","4Front Ventures Corp.","Canada","","CF:FFNT","Canadian Securities Exchange","No","Consumer Discretionary","$590,476,373","980,064","Analyze"
"FLMMF","Filo Mining Corp","Canada","","CT:FIL","Toronto Stock Exchange","No","Materials","$1,024,211,763","10,700","Analyze"
"FLOOF","Flower One Holdings Inc.","Canada","","CF:FONE","Canadian Securities Exchange","No","Unknown","$36,980,400","14,469","Analyze"
"FLYLF","FLYHT Aerospace Solutions Ltd.","Canada","","CV:FLY","TSX Venture Exchange","No","Industrials","$23,981,568","126,915","Analyze"
"FNV","Franco-Nevada Corporation","Canada","Canada","CT:FNV","Toronto Stock Exchange","Yes","Materials","$26,921,052,070","626,681","Analyze"
"FQVLF","First Quantum Minerals","Canada","","CT:FM","Toronto Stock Exchange","No","Materials","$16,942,561,494","0","Analyze"
"FQVTF","Fevertree Drinks PLC","United Kingdom","United Kingdom","LN:FEVR","London Stock Exchange","Yes","Consumer Staples","$4,102,497,414","2,684","Analyze"
"FRFHF","Fairfax Financial Holdings","Canada","","CT:FFH","Toronto Stock Exchange","No","Financials","$11,357,129,645","0","Analyze"
"FSM","Fortuna Silver Mines Inc","Canada","Canada","CT:FVI","Toronto Stock Exchange","Yes","Materials","$1,340,557,857","3,460,710","Analyze"
"FSNUF","Fresenius SE & Co. KGaA","Germany","","GF:FRE","Frankfurt Stock Exchange","No","Health Care","$21,147,308,430","100","Analyze"
"FSUMF","Fortescue Metals Group Ltd","Australia","","AT:FMG","Asx - All Markets","No","Materials","$33,930,193,396","115,291","Analyze"
"FSV","Firstservice Corporation","Canada","Canada","CT:FSV","Toronto Stock Exchange","Yes","Real Estate","$8,193,732,112","31,147","Analyze"
"FTI","TechnipFMC PLC","United Kingdom","United Kingdom","FP:FTI","Euronext Paris","No","Energy","$3,506,449,734","5,592,283","Analyze"
"FTMDF","Fortune Minerals Limited","Canada","","CT:FT","Toronto Stock Exchange","No","Materials","$36,603,831","47,544","Analyze"
"FTRP","Field Trip Health Ltd.","Canada","","CT:FTRP","Toronto Stock Exchange","Yes","Health Care","$341,591,631","151,919","Analyze"
"FTS","Fortis Inc.","Canada","Canada","CT:FTS","Toronto Stock Exchange","Yes","Utilities","$21,195,054,803","326,083","Analyze"
"FTSSF","First Cobalt Corp.","Canada","","CV:FCC","TSX Venture Exchange","No","Materials","$126,574,782","637,183","Analyze"
"FURY","Fury Gold Mines Limited","Canada","","CT:FURY","Toronto Stock Exchange","Yes","Materials","$83,893,289","233,984","Analyze"
"GAN","GAN Limited","United Kingdom","Bermuda","LN:GAN","London Stock Exchange","Yes","Consumer Discretionary","$673,543,475","516,685","Analyze"
"GATGF","Gatling Exploration Inc.","Canada","","CV:GTR","TSX Venture Exchange","No","Unknown","$11,122,955","20,991","Analyze"
"GBNH","Greenbrook TMS Inc.","Canada","","CT:GTMS","Toronto Stock Exchange","Yes","Health Care","$125,325,270","30,255","Analyze"
"GBOOF","Grupo Financiero Banorte SAB de CV Class O","Mexico","","MM:GFNORTEO","Bolsa Mexicana De Valores (Mexican Stock Exchange)","No","Financials","$19,571,461,632","7,280","Analyze"
"GDRZF","Gold Reserve Inc. Class A","Canada","","CV:GRZ","TSX Venture Exchange","Yes","Materials","$173,941,334","28,828","Analyze"
"GENTF","G5 Entertainment AB","Sweden","","SS:G5EN","Nasdaq Omx Nordic","No","Unknown","$423,187,001","110","Analyze"
"GFL","GFL Environmental Inc. Subordinate voting shares","Canada","Canada","CT:GFL","Toronto Stock Exchange","Yes","Industrials","$12,753,167,815","947,052","Analyze"
"GIB","CGI Group","Canada","Canada","CT:GIB-A","Toronto Stock Exchange","Yes","Information Technology","$20,144,832,464","139,303","Analyze"
"GIL","Gildan Activewear Inc. Class A","Canada","Canada","CT:GIL","Toronto Stock Exchange","Yes","Consumer Discretionary","$7,273,215,918","494,616","Analyze"
"GILT","Gilat Satellite Networks Ltd.","Israel","Israel","IT:GILT","Tel Aviv Stock Exchange","Yes","Information Technology","$480,590,869","401,106","Analyze"
"GLATF","Global Atomic Corporation","Canada","","CT:GLO","Toronto Stock Exchange","No","Unknown","$553,050,077","127,309","Analyze"
"GLAXF","GlaxoSmithKline PLC","United Kingdom","United Kingdom","LN:GSK","London Stock Exchange","Yes","Health Care","$98,533,627,259","818","Analyze"
"GLBXF","Globex Mining Enterprises Inc.","Canada","","CT:GMX","Toronto Stock Exchange","No","Materials","$44,819,582","9,124","Analyze"
"GLDG","GoldMining Inc.","Canada","","CT:GOLD","Toronto Stock Exchange","Yes","Materials","$192,980,178","320,819","Analyze"
"GLGDF","Gogold Resources Inc.","Canada","","CT:GGD","Toronto Stock Exchange","No","Materials","$705,462,437","75,896","Analyze"
"GLOB","Globant Sa","Argentina","Luxembourg","LX:GLOB","Luxembourg Stock Exchange","Yes","Information Technology","$12,440,330,440","368,382","Analyze"
"GLVMF","Golden Valley Mines Ltd.","Canada","","CV:GZZ","TSX Venture Exchange","No","Materials","$144,404,209","18,236","Analyze"
"GNENF","Ganfeng Lithium Co Ltd","China","","HK:1772","Hong Kong Exchange","No","Materials","$5,541,933,075","16,962","Analyze"
"GOGL","Golden Ocean Group Ltd","Norway","Bermuda","NO:GOGL","Oslo Bors Asa","Yes","Industrials","$2,020,547,594","1,700,572","Analyze"
"GOLD","Barrick Gold Corporation","Canada","Canada","CT:ABX","Toronto Stock Exchange","Yes","Materials","$34,340,954,882","17,515,777","Analyze"
"GOOS","Canada Goose Holdings Inc. Subordinate Voting Shares","Canada","Canada","CT:GOOS","Toronto Stock Exchange","Yes","Consumer Discretionary","$2,190,284,559","626,353","Analyze"
"GP","GreenPower Motor Company Inc.","Canada","Bangladesh","CV:GPV","TSX Venture Exchange","Yes","Consumer Discretionary","$302,063,106","110,038","Analyze"
"GPDNF","Danone SA","France","France","FP:BN","Euronext Paris","Yes","Consumer Staples","$44,341,766,891","895","Analyze"
"GPL","Great Panther Silver Limited","Canada","","CT:GPR","Toronto Stock Exchange","Yes","Materials","$157,989,069","1,458,578","Analyze"
"GRIN","Grindrod Shipping Holdings Ltd.","South Africa","","SJ:GSH","Johannesburg Stock Exchange","No","Industrials","$301,977,440","294,736","Analyze"
"GSS","Golden Star Resources","Canada","Canada","CT:GSC","Toronto Stock Exchange","Yes","Materials","$318,243,879","458,763","Analyze"
"GSV","Gold Standard Ventures Corporation","Canada","","CT:GSV","Toronto Stock Exchange","Yes","Materials","$162,625,885","685,059","Analyze"
"GTBAF","Great Bear Resources Ltd. Class A","Canada","","CV:GBR","TSX Venture Exchange","No","Unknown","$771,570,366","10,947","Analyze"
"GTBIF","Green Thumb Industries Inc.","Canada","","CF:GTII","Canadian Securities Exchange","No","Consumer Discretionary","$4,693,166,788","221,054","Analyze"
"GTE","Gran Tierra Energy Inc.","Canada","USA","CT:GTE","Toronto Stock Exchange","No","Energy","$315,723,035","11,924,338","Analyze"
"GUKYF","Gulf Keystone Petroleum Limited","United Kingdom","","LN:GKP","London Stock Exchange","No","Energy","$647,605,285","520","Analyze"
"HBM","Hudbay Minerals Inc","Canada","Canada","CT:HBM","Toronto Stock Exchange","Yes","Consumer Discretionary","$1,937,845,690","1,437,828","Analyze"
"HEOFF","H2O Innovation Inc.","Canada","","CV:HEO","TSX Venture Exchange","No","Industrials","$165,578,109","37,864","Analyze"
"HERTF","Heritage Cannabis Holdings Corp.","Canada","","CF:CANN","Canadian Securities Exchange","No","Unknown","$36,902,129","49,968","Analyze"
"HEXO","HEXO Corp.","Canada","","CT:HEXO","Toronto Stock Exchange","Yes","Health Care","$590,015,067","7,194,655","Analyze"
"HINKF","Heineken N.V.","The Netherlands","The Netherlands","NA:HEIA","Nyse Euronext - Euronext Amsterdam","Yes","Consumer Staples","$60,879,040,974","335","Analyze"
"HIVE","Hive Blockchain Technologies Ltd.","Canada","","CV:HIVE","TSX Venture Exchange","Yes","Information Technology","$1,400,686,971","6,253,580","Analyze"
"HKHHF","Heineken Holding N.V.","The Netherlands","","NA:HEIA","Nyse Euronext - Euronext Amsterdam","No","Consumer Staples","$25,461,866,851","126,325","Analyze"
"HMRZF","H & M Hennes & Mauritz Class B","Sweden","Sweden","SS:HM-B","Nasdaq Omx Nordic","Yes","Consumer Discretionary","$29,067,372,800","11,748","Analyze"
"HOCPF","Hoya Corp","Japan","","JT:7741","Tokyo Stock Exchange","No","Health Care","$57,599,574,716","0","Analyze"
"HRVOF","Harvest One Cannabis Inc.","Canada","","CV:HVT","TSX Venture Exchange","No","Unknown","$14,222,385","83,412","Analyze"
"HRVSF","Harvest Health & Recreation Inc.","Canada","","CF:HARV","Canadian Securities Exchange","No","Unknown","$877,002,243","281,483","Analyze"
"HSDT","Helius Medical Technologies Inc. Class A","Canada","USA","CT:HSM","Toronto Stock Exchange","No","Health Care","$31,678,147","8,532","Analyze"
"HSSHF","Digihost Technology Inc.","Canada","","CV:DGHI","TSX Venture Exchange","No","Communication Services","$135,159,896","91,664","Analyze"
"HUGE","FSD Pharma Inc. - Class B Subordinate Voting Shares","Canada","USA","CF:HUGE","Canadian Securities Exchange","Yes","Communication Services","$55,427,443","348,934","Analyze"
"HUT","Hut 8 Mining Corp.","Canada","","CT:HUT","Toronto Stock Exchange","Yes","Financials","$1,965,328,105","13,465,743","Analyze"
"IAG","Iamgold Corp","Canada","Canada","CT:IMG","Toronto Stock Exchange","Yes","Financials","$1,368,088,800","6,930,167","Analyze"
"ICL","Israel Chemicals Limited","Israel","Israel","IT:ICL","Tel Aviv Stock Exchange","Yes","Materials","$10,619,929,986","254,328","Analyze"
"IDBA","IDEX Biometrics ASA","Norway","","NO:IDEX","Oslo Bors Asa","Yes","Information Technology","$261,164,565","614","Analyze"
"IDEXF","Industria de Diseño Textil, S.A.","Spain","","SM:ITX","Bolsa De Madrid","No","Consumer Discretionary","$114,761,359,944","0","Analyze"
"IDXAF","IDEX Biometrics ASA","Norway","","NO:IDEX","Oslo Bors Asa","No","Information Technology","$261,164,565","1,250","Analyze"
"IFNNF","Infineon Technologies AG","Germany","","GF:IFX","Frankfurt Stock Exchange","No","Information Technology","$57,767,421,495","200","Analyze"
"IGXT","Intelgenx Technologies Corp.","Canada","","CV:IGX","TSX Venture Exchange","No","Health Care","$64,260,403","166,825","Analyze"
"IMBBF","Imperial Brands PLC","United Kingdom","","LN:IMB","London Stock Exchange","No","Consumer Staples","$19,996,656,766","581","Analyze"
"IMO","Imperial Oil Limited","Canada","Canada","CT:IMO","Toronto Stock Exchange","No","Energy","$23,982,950,874","452,365","Analyze"
"IMV","IMV Inc.","Canada","","CT:IMV","Toronto Stock Exchange","Yes","Health Care","$129,785,354","222,834","Analyze"
"INM","InMed Pharmaceuticals Inc.","Canada","","CT:IN","Toronto Stock Exchange","No","Health Care","$15,565,876","981,711","Analyze"
"IPA","ImmunoPrecise Antibodies Ltd.","Canada","","CV:IPA","TSX Venture Exchange","Yes","Health Care","$124,002,668","77,261","Analyze"
"IPNFF","ImagineAR Inc.","Canada","","CF:IP","Canadian Securities Exchange","No","Information Technology","$11,221,093","146,599","Analyze"
"IPOOF","InPlay Oil Corp.","Canada","","CT:IPO","Toronto Stock Exchange","No","Energy","$94,928,126","8,232","Analyze"
"ISENF","IsoEnergy Ltd.","Canada","","CV:ISO","TSX Venture Exchange","No","Energy","$386,159,720","48,216","Analyze"
"ITHUF","iAnthus Capital Holdings Inc.","Canada","","CF:IAN","Canadian Securities Exchange","No","Unknown","$29,192,093","155,781","Analyze"
"ITRG","Integra Resources Corp.","Canada","","CV:ITR","TSX Venture Exchange","Yes","Materials","$141,604,655","127,877","Analyze"
"ITXXF","Itaconix plc","United Kingdom","","LN:ITX","London Stock Exchange","No","Communication Services","$31,929,319","1,000","Analyze"
"IVPAF","Ivanhoe Mines Ltd. Class A","Canada","","CT:IVN","Toronto Stock Exchange","No","Materials","$9,826,922,079","40,331","Analyze"
"JAPAF","Japan Tobacco","Japan","","JT:2914","Tokyo Stock Exchange","No","Consumer Staples","$39,480,000,000","89","Analyze"
"JDCMF","JD.Com Inc","China","","HK:9618","Hong Kong Exchange","No","Consumer Discretionary","$132,051,184,259","0","Analyze"
"JRNGF","Journey Energy Inc.","Canada","","CT:JOY","Toronto Stock Exchange","No","Energy","$62,257,954","5,181","Analyze"
"JRVMF","Jervois Mining Limited","Australia","","AT:JRV","Asx - All Markets","No","Unknown","$689,375,897","256,979","Analyze"
"JSNSF","J Sainsbury plc","United Kingdom","","LN:SBRY","London Stock Exchange","No","Consumer Staples","$9,562,856,179","1,327","Analyze"
"JUSHF","Jushi Holdings Inc Class B","Canada","","CF:JUSH","Canadian Securities Exchange","No","Consumer Discretionary","$734,754,811","566,393","Analyze"
"KGC","Kinross Gold Corporation","Canada","Canada","CT:K","Toronto Stock Exchange","Yes","Materials","$7,696,592,120","11,064,786","Analyze"
"KHRNF","Khiron Life Sciences Corp.","Canada","","CV:KHRN","TSX Venture Exchange","No","Unknown","$38,993,786","354,511","Analyze"
"KIQ","Kelso Technologies Inc","Canada","","CT:KLS","Toronto Stock Exchange","Yes","Industrials","$33,021,180","256,525","Analyze"
"KL","Kirkland Lake Gold Ltd.","Canada","Canada","CT:KL","Toronto Stock Exchange","Yes","Materials","$12,056,976,591","2,073,563","Analyze"
"KMDA","Kamada Ltd.","Israel","Israel","IT:KMDA","Tel Aviv Stock Exchange","Yes","Health Care","$234,453,126","34,060","Analyze"
"KNRLF","Kontrol Energy Corp.","Canada","","CF:KNR","Canadian Securities Exchange","No","Information Technology","$94,222,230","32,839","Analyze"
"KNTNF","K92 Mining Inc.","Canada","","CV:KNT","TSX Venture Exchange","No","Materials","$1,238,915,588","82,490","Analyze"
"KNYJF","Kone Oyj","Finland","","FH:KNEBV","Nasdaq Omx Helsinki Ltd.","No","Industrials","$31,428,528,714","0","Analyze"
"KOR","Corvus Gold Inc.","Canada","","CT:KOR","Toronto Stock Exchange","No","Materials","$412,761,278","143,488","Analyze"
"KPLUF","K+S AG","Germany","","GF:SDF","Frankfurt Stock Exchange","No","Materials","$3,052,830,000","935","Analyze"
"KRRGF","Karora Resources Inc","Canada","","CT:KRR","Toronto Stock Exchange","No","Materials","$507,288,494","0","Analyze"
"KYCCF","Keyence Corp","Japan","","JT:6861","Tokyo Stock Exchange","No","Information Technology","$147,140,648,820","0","Analyze"
"LAC","Lithium Americas Corp.","Canada","Canada","CT:LAC","Toronto Stock Exchange","Yes","Materials","$3,150,009,687","4,501,620","Analyze"
"LEV","The Lion Electric Company","Canada","","CT:LEV","Toronto Stock Exchange","Yes","Industrials","$2,158,035,987","952,270","Analyze"
"LEXX","Lexaria Bioscience Corp.","Canada","","CF:LXX","Canadian Securities Exchange","No","Health Care","$34,760,501","115,636","Analyze"
"LGO","Largo Resources Ltd.","Canada","Canada","CT:LGO","Toronto Stock Exchange","Yes","Materials","$747,589,805","100,501","Analyze"
"LIACF","American Lithium Corp.","Canada","","CV:LI","TSX Venture Exchange","No","Materials","$482,581,580","357,469","Analyze"
"LMGDF","Lumina Gold Corp.","Canada","","CV:LUM","TSX Venture Exchange","No","Materials","$153,753,004","277,550","Analyze"
"LMNL","Liminal BioSciences Inc.","Canada","","CT:LMNL","Toronto Stock Exchange","Yes","Health Care","$57,791,609","90,011","Analyze"
"LMRMF","Lomiko Metals Inc.","Canada","","CV:LMR","TSX Venture Exchange","No","Materials","$20,238,631","3,188,506","Analyze"
"LOGI","Logitech International SA","Switzerland","USA","SE:LOGN","Six Swiss Exchange","No","Information Technology","$15,572,671,535","909,756","Analyze"
"LOMLF","Lion One Metals Limited","Canada","","CV:LIO","TSX Venture Exchange","No","Materials","$139,325,354","78,450","Analyze"
"LSPD","Lightspeed POS Inc. Subordinate Voting Shares","Canada","Canada","CT:LSPD","Toronto Stock Exchange","Yes","Information Technology","$14,377,917,923","1,743,875","Analyze"
"LTMCF","Lithium Chile Inc","Canada","","CV:LITH","TSX Venture Exchange","No","Materials","$56,816,965","55,161","Analyze"
"LYSCF","Lynas Rare Earths Limited","Malaysia","","AT:LYC","Asx - All Markets","No","Materials","$4,964,165,959","0","Analyze"
"MAG","Mag Silver Corporation","Canada","Canada","CT:MAG","Toronto Stock Exchange","Yes","Materials","$1,682,962,279","398,362","Analyze"
"MAKOF","Mako Mining Corp.","Canada","","CV:MKO","TSX Venture Exchange","No","Materials","$210,978,875","106,022","Analyze"
"MAXR","Maxar Technologies Ltd.","Canada","USA","CT:MAXR","Toronto Stock Exchange","No","Industrials","$2,144,434,283","652,607","Analyze"
"MBAIF","CIBT Education Group Inc","Canada","","CT:MBA","Toronto Stock Exchange","No","Consumer Discretionary","$35,443,979","2,167","Analyze"
"MDNA","Medicenna Therapeutics Corp.","Canada","","CT:MDNA","Toronto Stock Exchange","Yes","Health Care","$129,225,084","98,060","Analyze"
"MEDIF","MediPharm Labs Corp.","Canada","","CT:LABS","Toronto Stock Exchange","No","Health Care","$59,620,938","76,981","Analyze"
"MEOH","Methanex Corporation","Canada","","CT:MX","Toronto Stock Exchange","Yes","Materials","$3,649,662,419","479,603","Analyze"
"MFC","Manulife Financial Corporation","Canada","Canada","CT:MFC","Toronto Stock Exchange","Yes","Financials","$39,313,154,447","3,877,745","Analyze"
"MGA","Magna International","Canada","","CT:MG","Toronto Stock Exchange","Yes","Consumer Discretionary","$24,947,506,710","1,151,422","Analyze"
"MGDPF","Marathon Gold Corporation","Canada","","CV:MOZ","TSX Venture Exchange","No","Materials","$586,518,516","162,025","Analyze"
"MGIC","Magic Software Enterprises Ltd.","Israel","","IT:MGIC","Tel Aviv Stock Exchange","Yes","Information Technology","$1,049,350,177","32,222","Analyze"
"MGPHF","Mason Graphite Inc.","Canada","","CV:LLG","TSX Venture Exchange","No","Materials","$47,961,361","279,090","Analyze"
"MIMZF","Nighthawk Gold Corp.","Canada","","CT:NHK","Toronto Stock Exchange","No","Materials","$57,968,100","5,435","Analyze"
"MISVF","Minco Silver Corporation","Canada","","CT:MSV","Toronto Stock Exchange","No","Materials","$20,138,277","61,703","Analyze"
"MJARF","MJardin Group Inc.","Canada","","CF:MJAR","Canadian Securities Exchange","No","Unknown","$1,412,165","134,472","Analyze"
"MKGAF","Merck Kgaa","Germany","","GF:MRK","Frankfurt Stock Exchange","No","Health Care","$29,539,608,660","0","Analyze"
"MLLOF","Medallion Resources Ltd.","Canada","","CV:MDL","TSX Venture Exchange","No","Materials","$8,753,246","1,444,153","Analyze"
"MLNLF","Millennial Lithium Corp.","Canada","","CV:ML","TSX Venture Exchange","No","Materials","$286,733,902","29,861","Analyze"
"MLRKF","Millrock Resources Inc.","Canada","","CV:MRO","TSX Venture Exchange","No","Materials","$7,456,447","430,043","Analyze"
"MLYF","Western Magnesium Corp.","Canada","","CV:WMG","TSX Venture Exchange","No","Materials","$235,487,308","250,015","Analyze"
"MMNFF","MedMen Enterprises Inc. Class B","Canada","","CF:MMEN","Canadian Securities Exchange","No","Health Care","$138,095,005","2,793,073","Analyze"
"MMRGF","Minaurum Gold Inc.","Canada","","CV:MGG","TSX Venture Exchange","No","Materials","$110,698,324","104,275","Analyze"
"MMX","Maverix Metals Inc.","Canada","","CT:MMX","Toronto Stock Exchange","Yes","Materials","$705,891,518","128,689","Analyze"
"MNDJF","Mandalay Resources Corporation","Canada","","CT:MND","Toronto Stock Exchange","No","Materials","$183,052,353","13,930","Analyze"
"MNMD","Mind Medicine (MindMed) Inc.","Canada","Canada","QF:NMED","Aequitas NEO Exchange (Lit Book)","Yes","Health Care","$1,047,338,486","2,093,568","Analyze"
"MOGO","Mogo Finance Technology Inc.","Canada","","CT:MOGO","Toronto Stock Exchange","Yes","Financials","$381,887,963","1,014,207","Analyze"
"MPNGF","Meituan Dianping Ord Cl B","China","","HK:3690","Hong Kong Exchange","No","Consumer Discretionary","$206,051,931,030","0","Analyze"
"MPXOF","MPX International Corp.","Canada","","CF:MPXI","Canadian Securities Exchange","No","Unknown","$10,530,635","19,197","Analyze"
"MTA","Metalla Royalty & Streaming Ltd.","Canada","","CV:MTA","TSX Venture Exchange","Yes","Materials","$334,057,976","190,825","Analyze"
"MTSFF","Mitsui Fudosan Co Ltd","Japan","","JT:8801","Tokyo Stock Exchange","No","Real Estate","$22,549,796,354","0","Analyze"
"MURGF","Münchener Ruckversicherungs","Germany","Germany","GF:MUV2","Frankfurt Stock Exchange","Yes","Financials","$41,189,085,714","2","Analyze"
"MVMDF","Mountain Valley MD Holdings Inc.","Canada","","CF:MVMD","Canadian Securities Exchange","No","Health Care","$63,850,618","0","Analyze"
"NAK","Northern Dynasty Minerals Ltd.","Canada","","CT:NDM","Toronto Stock Exchange","Yes","Materials","$225,934,873","11,801,869","Analyze"
"NCLTF","Nitori Holdings Co Ltd","Japan","","JT:9843","Tokyo Stock Exchange","No","Consumer Discretionary","$20,144,916,383","458","Analyze"
"NDVAF","Indiva Ltd.","Canada","","CV:NDVA","TSX Venture Exchange","No","Unknown","$46,889,798","36,678","Analyze"
"NEM","Newmont Corporation","USA","USA","CT:NGT","Toronto Stock Exchange","No","Materials","$45,542,197,750","5,834,742","Analyze"
"NEPT","Neptune Wellness Solutions Inc","Canada","","CT:NEPT","Toronto Stock Exchange","Yes","Health Care","$87,819,758","1,201,901","Analyze"
"NESRF","Northern Star Resources Limited","Australia","","AT:NST","Asx - All Markets","No","Materials","$8,303,677,849","7,860","Analyze"
"NEVPF","NeuroVive Pharmaceutical AB","Sweden","","SS:NVP","Nasdaq Omx Nordic","No","Unknown","$28,210,476","600","Analyze"
"NEWP","New Pacific Metals Corp.","Canada","","CT:NUAG","Toronto Stock Exchange","Yes","Materials","$516,319,537","128,965","Analyze"
"NEXA","Nexa Resources S.A.","Brazil","","CT:NEXA","Toronto Stock Exchange","Yes","Materials","$1,476,690,513","272,768","Analyze"
"NEXCF","NexTech AR Solutions Corp.","Canada","","CF:NTAR","Canadian Securities Exchange","No","Consumer Discretionary","$131,782,519","1,250,585","Analyze"
"NFGC","New Found Gold Corp","Canada","","CV:NFG","TSX Venture Exchange","Yes","Materials","$1,206,249,413","166,903","Analyze"
"NG","Novagold Resources Inc.","Canada","Canada","CT:NG","Toronto Stock Exchange","No","Materials","$2,487,384,855","874,451","Analyze"
"NGD","New Gold Inc.","Canada","Canada","CT:NGD","Toronto Stock Exchange","Yes","Materials","$925,949,275","7,015,504","Analyze"
"NGENF","NervGen Pharma Corp.","Canada","","CV:NGEN","TSX Venture Exchange","No","Health Care","$83,446,954","64,774","Analyze"
"NGGTF","National Grid PLC","United Kingdom","United Kingdom","LN:NG","London Stock Exchange","Yes","Utilities","$45,154,329,445","0","Analyze"
"NHYKF","Norsk Hydro ASA","Norway","","NO:NHY","Oslo Bors Asa","No","Materials","$17,556,071,071","3,724","Analyze"
"NIOBF","NioCorp Developments Ltd.","Canada","","CV:NB","TSX Venture Exchange","No","Materials","$212,120,313","830,650","Analyze"
"NMG","Nouveau Monde Graphite Inc.","Canada","","CV:NOU","TSX Venture Exchange","Yes","Materials","$413,616,057","112,534","Analyze"
"NNXPF","NanoXplore Inc.","Canada","","CV:GRA","TSX Venture Exchange","No","Unknown","$864,555,703","14,112","Analyze"
"NOA","North American Construction Group Ltd.","Canada","","CT:NOA","Toronto Stock Exchange","Yes","Energy","$491,133,198","29,358","Analyze"
"NOKBF","Nokia Corporation","Finland","","FH:NOKIA","Nasdaq Omx Helsinki Ltd.","No","Information Technology","$33,201,447,780","513,573","Analyze"
"NSCIF","Nanalysis Scientific Corp","Canada","","CV:NSCI","TSX Venture Exchange","No","Unknown","$75,472,307","10,000","Analyze"
"NSR","Nomad Royalty Company Ltd.","Canada","","CT:NSR","Toronto Stock Exchange","Yes","Materials","$408,365,351","15,654","Analyze"
"NSRCF","NextSource Materials Inc","Canada","","CT:NEXT","Toronto Stock Exchange","No","Materials","$254,181,296","292,927","Analyze"
"NSRGF","Nestle SA","Switzerland","Switzerland","VX:NESN","Six Swiss - Blue Chips Segment","Yes","Consumer Staples","$351,957,365,000","4,358","Analyze"
"NSRPF","Novo Resources Corp.","Canada","","CV:NVO","TSX Venture Exchange","No","Materials","$320,371,968","164,955","Analyze"
"NSRXF","Nomad Royalty Company Ltd.","Canada","","CT:NSR","Toronto Stock Exchange","No","Materials","$400,719,121","0","Analyze"
"NTR","Nutrien Ltd.","Canada","Canada","CT:NTR","Toronto Stock Exchange","Yes","Materials","$41,015,761,653","1,889,935","Analyze"
"NTSFF","Nanotech Security Corp.","Canada","","CV:NTS","TSX Venture Exchange","No","Industrials","$93,848,963","48,595","Analyze"
"NTTHF","Neo Lithium Corp.","Canada","","CV:NLC","TSX Venture Exchange","No","Unknown","$718,539,683","333,081","Analyze"
"NVCN","Neovasc Inc.","Canada","","CT:NVCN","TSX Venture Exchange","Yes","Health Care","$50,021,197","382,241","Analyze"
"NVEI","Nuvei Corporation","Canada","","CT:NVEI","Toronto Stock Exchange","Yes","Information Technology","$25,239,489,121","117,350","Analyze"
"NVMI","Nova Measuring Instruments Ltd.","Israel","Israel","IT:NOVA","Tel Aviv Stock Exchange","Yes","Information Technology","$2,944,566,970","71,386","Analyze"
"NVNXF","Novonix Limited","Australia","","AT:NVX","Asx - All Markets","No","Unknown","$2,099,153,235","0","Analyze"
"NVSEF","Novartis AG","Switzerland","Switzerland","VX:NOVN","Six Swiss - Blue Chips Segment","Yes","Health Care","$202,422,099,498","773","Analyze"
"NXE","Nexgen Energy Ltd.","Canada","Canada","CT:NXE","Toronto Stock Exchange","Yes","Materials","$2,967,035,936","2,967,281","Analyze"
