"Symbol","Name","Index Country","Country of incorporation","Cross-list symbol","Cross-list exchange","Foreign filer?","GICS Sector","Market cap","Average Volume","Action"
"NXGWF","Next Green Wave Holdings Inc.","Canada","","CF:NGW","Canadian Securities Exchange","No","Unknown","$60,778,081","117,922","Analyze"
"NXOPF","Nexoptic Technology Corp","Canada","","CV:NXO","TSX Venture Exchange","No","Information Technology","$104,322,282","182,122","Analyze"
"NXTTF","Namaste Technologies Inc.","Canada","","CV:N","TSX Venture Exchange","No","Consumer Discretionary","$35,631,863","186,856","Analyze"
"OGI","Organigram Holdings Inc.","Canada","Canada","CV:OGI","TSX Venture Exchange","Yes","Health Care","$707,563,199","4,947,589","Analyze"
"OLNCF","Omni-Lite Industries Canada Inc.","Canada","","CV:OML","TSX Venture Exchange","No","Industrials","$7,673,019","5,000","Analyze"
"OMVJF","OMV AG","Austria","Austria","AV:OMV","Wiener Boerse Ag","Yes","Energy","$20,027,781,801","3,596","Analyze"
"OMZNF","Osisko Metals Incorporated","Canada","","CT:OM","Toronto Stock Exchange","No","Unknown","$60,176,367","15,192","Analyze"
"ONCY","Oncolytics Biotech Inc.","Canada","","CT:ONC","Toronto Stock Exchange","Yes","Health Care","$123,109,665","197,340","Analyze"
"OPSSF","Opsens Inc.","Canada","","CT:OPS","Toronto Stock Exchange","No","Health Care","$269,717,315","52,245","Analyze"
"OR","Osisko Gold Royalties Ltd","Canada","Canada","CT:OR","Toronto Stock Exchange","Yes","Consumer Staples","$2,023,389,959","636,427","Analyze"
"ORLA","Orla Mining Ltd.","Canada","","CT:OLA","Toronto Stock Exchange","Yes","Materials","$828,231,515","166,263","Analyze"
"ORRCF","Oroco Resource Corp","Canada","","CV:OCO","TSX Venture Exchange","No","Materials","$437,286,182","88,975","Analyze"
"ORZCF","Orezone Gold Corporation","Canada","","CV:ORE","TSX Venture Exchange","No","Materials","$322,660,265","100,179","Analyze"
"OTEX","Open Text Corporation","Canada","Canada","CT:OTEX","Toronto Stock Exchange","No","Information technology","$13,650,213,064","310,602","Analyze"
"OTSKF","Otsuka Holdings Co Ltd","Japan","","JT:4578","Tokyo Stock Exchange","No","Health Care","$23,205,961,667","2,016","Analyze"
"OYIEF","Ocean Yield ASA","Norway","","NO:OCY","Oslo Bors Asa","No","Energy","$841,375,560","236","Analyze"
"PAAS","Pan American Silver Corp.","Canada","Canada","CT:PAAS","Toronto Stock Exchange","Yes","Materials","$5,320,574,441","1,845,255","Analyze"
"PAFRF","Pan African Resources PLC","South Africa","","LN:PAF","London Stock Exchange","No","Materials","$482,692,508","2,250","Analyze"
"PBA","Pembina Pipeline Corp.","Canada","Canada","CT:PPL","Toronto Stock Exchange","Yes","Energy","$18,691,672,833","820,212","Analyze"
"PBTHF","PointsBet Holdings Ltd.","Australia","","AT:PBH","Asx - All Markets","No","Consumer Discretionary","$2,025,701,401","3,372","Analyze"
"PCLOF","PharmaCielo Ltd.","Canada","","CV:PCLO","TSX Venture Exchange","No","Unknown","$133,830,380","190,116","Analyze"
"PDS","Precision Drilling Corp","Canada","Canada","CT:PD","Toronto Stock Exchange","Yes","Energy","$648,723,763","45,667","Analyze"
"PGPEF","Publicis Groupe SA","France","","FP:PUB","Euronext Paris","No","Communication Services","$17,324,359,365","5,140","Analyze"
"PKKFF","Peak Fintech Group Inc.","Canada","","CF:PKK","Canadian Securities Exchange","No","Information Technology","$660,830,496","0","Analyze"
"PLG","Platinum Group Metals Ltd.","Canada","","CT:PTM","Toronto Stock Exchange","Yes","Materials","$182,711,012","1,068,862","Analyze"
"PLM","Polymet Mining Corporation","Canada","Canada","CT:POM","Toronto Stock Exchange","Yes","Materials","$322,807,424","90,595","Analyze"
"PLNHF","Planet 13 Holdings Inc.","Canada","","CF:PLTH","Canadian Securities Exchange","No","Consumer Discretionary","$859,233,205","325,528","Analyze"
"PLPRF","Plus Products Inc.","Canada","","CF:PLUS","Canadian Securities Exchange","No","Unknown","$17,280,455","438,903","Analyze"
"PLRTF","Plymouth Rock Technologies Inc.","Canada","","CF:PRT","Canadian Securities Exchange","No","Industrials","$21,588,082","349,859","Analyze"
"PLSDF","Pulse Seismic Inc.","Canada","","CT:PSD","Toronto Stock Exchange","No","Energy","$76,924,443","4,800","Analyze"
"POETF","POET Technologies Inc.","Canada","","CV:PTK","TSX Venture Exchange","No","Information Technology","$288,835,811","408,593","Analyze"
"PPCCF","PICC Property and Casualty Company","China","","HK:2328","Hong Kong Exchange","No","Financials","$6,082,417,590","0","Analyze"
"PPTA","Perpetua Resources Corp.","Canada","Canada","CT:PPTA","Toronto Stock Exchange","Yes","Materials","$303,963,700","86,871","Analyze"
"PRMNF","Prime Mining Corp.","Canada","","CV:PRYM","TSX Venture Exchange","No","Materials","$383,329,029","814","Analyze"
"PROBF","Probe Metals Inc.","Canada","","CV:PRB","TSX Venture Exchange","No","Materials","$203,911,288","64,689","Analyze"
"PROF","Profound Medical Corp.","Canada","","CT:PRN","Toronto Stock Exchange","Yes","Health Care","$305,802,030","63,313","Analyze"
"PSHIF","PetroShale Inc.","Canada","","CV:PSH","TSX Venture Exchange","No","Energy","$57,317,101","100","Analyze"
"PTOTF","Patriot One Technologies Inc.","Canada","","CT:PAT","Toronto Stock Exchange","No","Unknown","$55,950,464","85,436","Analyze"
"PTRUF","Petrus Resources Ltd.","Canada","","CT:PRQ","Toronto Stock Exchange","No","Energy","$61,548,935","6,644","Analyze"
"PUFLF","Purifloh Limited","Australia","","AT:PO3","Asx - All Markets","No","Unknown","$45,488,408","0","Analyze"
"PVG","Pretium Resources Inc","Canada","Canada","CT:PVG","Toronto Stock Exchange","Yes","Materials","$2,061,241,707","858,099","Analyze"
"PXCLF","Phoenix Copper Ltd.","United Kingdom","","LN:PXC","","No","Unknown","$94,795,418","2,900","Analyze"
"PYR","PyroGenesis Canada Inc.","Canada","","CT:PYR","Toronto Stock Exchange","Yes","Industrials","$674,851,142","120,199","Analyze"
"QSR","Restaurant Brands International Inc.","Canada","Canada","CT:QSR","Toronto Stock Exchange","No","Consumer Discretionary","$18,855,532,423","1,034,879","Analyze"
"QTRHF","Quarterhill Inc","Canada","","CT:QTRH","Toronto Stock Exchange","No","Information Technology","$261,186,676","5,082","Analyze"
"RACE","Ferrari N.V.","Italy","The Netherlands","IM:RACE","Borsa Italiana S.P.A.","Yes","Consumer Discretionary","$41,511,003,404","237,184","Analyze"
"RBA","Ritchie Bros Auctioneers Inc","Canada","Canada","CT:RBA","Toronto Stock Exchange","No","Industrials","$7,507,898,687","333,998","Analyze"
"RCI","Rogers Communication","Canada","","CT:RCI-B","Toronto Stock Exchange","Yes","Communication Services","$19,243,633,095","214,214","Analyze"
"RDDTF","Radient Technologies Inc","Canada","","CV:RTI","TSX Venture Exchange","No","Unknown","$19,190,741","69,495","Analyze"
"REAX","The Real Brokerage, Inc.","Canada","","CV:REAX","TSX Venture Exchange","Yes","Real Estate","$336,656,566","99,866","Analyze"
"RECAF","Reconnaissance Energy Africa Ltd.","Canada","","CV:RECO","TSX Venture Exchange","No","Energy","$930,232,380","463,557","Analyze"
"REPYF","Repsol SA","Spain","","SM:REP","Bolsa De Madrid","No","Energy","$20,454,429,723","0","Analyze"
"REZZF","Global Battery Metals Ltd.","Canada","","CV:GBML","TSX Venture Exchange","No","Materials","$11,926,011","97,576","Analyze"
"RFP","Resolute Forest Products Inc","Canada","USA","CT:RFP","Toronto Stock Exchange","No","Materials","$1,051,348,829","462,497","Analyze"
"RHHBF","Roche Holding AG","Switzerland","","SE:RO","Six Swiss Exchange","No","Health Care","$67,441,600,000","2,198","Analyze"
"RHHVF","Roche Holding AG Dividends Rights Certificate","Switzerland","Switzerland","VX:ROG","Six Swiss - Blue Chips Segment","Yes","Health Care","$270,486,639,500","5,811","Analyze"
"RIOFF","Rio2 Ltd.","Canada","","CV:RIO","TSX Venture Exchange","No","Unknown","$131,821,616","114,356","Analyze"
"RKUNF","Rakuten Inc","Japan","","JT:4755","Tokyo Stock Exchange","No","Consumer Discretionary","$16,556,680,232","0","Analyze"
"RLFTF","Relief Therapeutics Holding AG","Switzerland","","SW:RLF","","No","Health Care","$259,803,530","4,639,333","Analyze"
"RLXXF","RELX PLC","United Kingdom","United Kingdom","LN:REL","London Stock Exchange","Yes","Industrials","$58,883,907,845","4,191","Analyze"
"ROMJF","Rubicon Organics Inc.","Canada","","CF:ROMJ","Canadian Securities Exchange","No","Unknown","$113,646,154","3,681","Analyze"
"RVVTF","Revive Therapeutics Ltd","Canada","","CF:RVV","Canadian Securities Exchange","No","Health Care","$113,251,047","513,460","Analyze"
"RY","Royal Bank Of Canada","Canada","Canada","CT:RY","Toronto Stock Exchange","Yes","Financials","$151,562,044,800","975,497","Analyze"
"RYES","Rise Gold Corp","Canada","","CF:RISE","Canadian Securities Exchange","No","Materials","$10,306,565","9,017","Analyze"
"SA","Seabridge Gold","Canada","","CT:SEA","Toronto Stock Exchange","Yes","Materials","$1,353,751,846","266,714","Analyze"
"SAND","Sandstorm Gold Ltd","Canada","Sweden","CT:SSL","Toronto Stock Exchange","Yes","Industrials","$1,272,671,631","1,608,854","Analyze"
"SAPGF","SAP SE","Germany","","GF:SAP","Frankfurt Stock Exchange","No","Information Technology","$177,420,242,665","0","Analyze"
"SBSW","D/B/A Sibanye-Stillwater Limited","South Africa","USA","SJ:SSW","Johannesburg Stock Exchange","Yes","Materials","$10,629,505,719","3,321,289","Analyze"
"SEOVF","Sernova Corp.","Canada","","CV:SVA","TSX Venture Exchange","No","Health Care","$264,535,624","34,720","Analyze"
"SGML","Sigma Lithium Corporation","Canada","","CV:SGML","TSX Venture Exchange","Yes","Materials","$838,350,835","88,689","Analyze"
"SGSVF","Sabina Gold & Silver Corp.","Canada","","CT:SBB","Toronto Stock Exchange","No","Materials","$454,742,779","333,515","Analyze"
"SHECF","Shin-Etsu Chemical Co Ltd","Japan","","JT:4063","Tokyo Stock Exchange","No","Materials","$71,696,000,117","839","Analyze"
"SHMDF","Shimano Inc","Japan","","JT:7309","Tokyo Stock Exchange","No","Consumer Discretionary","$24,664,447,200","0","Analyze"
"SHOP","Shopify Inc. Class A","Canada","Canada","CT:SHOP","Toronto Stock Exchange","Yes","Information Technology","$179,048,013,140","787,886","Analyze"
"SII","Sprott Inc.","Canada","Canada","CT:SII","Toronto Stock Exchange","Yes","Financials","$987,567,851","74,743","Analyze"
"SILEF","Silver Elephant Mining Corp","Canada","","CT:ELEF","Toronto Stock Exchange","No","Unknown","$47,834,045","1,560,339","Analyze"
"SILV","Silvercrest Metals Inc.","Canada","","CT:SIL","Toronto Stock Exchange","Yes","Materials","$1,083,687,171","586,999","Analyze"
"SILXF","Silex Systems Limited","Australia","","AT:SLX","Asx - All Markets","No","Unknown","$226,998,704","1,000","Analyze"
"SJR","Shaw Communications Inc. (Class B)","Canada","","CT:SJR-B","Toronto Stock Exchange","Yes","Consumer Discretionary","$13,937,447,043","145,221","Analyze"
"SKREF","Skeena Resources Limited","Canada","","CV:SKE","TSX Venture Exchange","No","Unknown","$659,493,574","11,060","Analyze"
"SLF","Sun Life Financial Inc.","Canada","Canada","CT:SLF","Toronto Stock Exchange","Yes","Financials","$32,790,136,597","606,922","Analyze"
"SLHG","Skylight Health Group Inc.","Canada","","CV:SLHG","TSX Venture Exchange","Yes","Health Care","$129,887,129","78,844","Analyze"
"SLI","Standard Lithium Ltd.","Canada","United Kingdom","CV:SLI","TSX Venture Exchange","Yes","Materials","$1,593,775,723","3,321,291","Analyze"
"SLSSF","Solaris Resources Inc.","Canada","","CT:SLS","Toronto Stock Exchange","No","Materials","$1,167,323,012","0","Analyze"
"SLVRF","Silver One Resources Inc.","Canada","","CV:SVE","TSX Venture Exchange","No","Materials","$82,470,728","197,223","Analyze"
"SNANF","Sona Nanotech Inc.","Canada","","CF:SONA","Canadian Securities Exchange","No","Unknown","$13,462,256","6,174","Analyze"
"SNEJF","Sony Corporation","Japan","","JT:6758","Tokyo Stock Exchange","No","Consumer Discretionary","$141,856,502,275","0","Analyze"
"SNYNF","Sanofi SA","France","France","FP:SAN","Euronext Paris","Yes","Health Care","$121,441,181,402","31,806","Analyze"
"SPHRF","Starpharma Holdings Limited","Australia","","AT:SPL","Asx - All Markets","No","Health Care","$349,364,579","0","Analyze"
"SRAFF","Sandfire Resources America Inc.","Canada","","CV:SFR","TSX Venture Exchange","No","Materials","$164,743,700","246,054","Analyze"
"SROYF","Sailfish Royalty Corp.","Canada","","CV:FISH","TSX Venture Exchange","No","Materials","$85,528,574","222","Analyze"
"SSEZF","SSE PLC","United Kingdom","United Kingdom","LN:SSE","London Stock Exchange","Yes","Utilities","$23,121,265,500","0","Analyze"
"SSRM","SSR Mining Inc.","Canada","Canada","CT:SSRM","Toronto Stock Exchange","Yes","Materials","$3,403,113,886","1,009,346","Analyze"
"STKL","Sunopta Inc","Canada","","CT:SOY","Toronto Stock Exchange","No","Consumer Staples","$850,624,666","708,528","Analyze"
"STMEF","STMicroelectronics N.V.","Italy","","FP:STM","Euronext Paris","No","Information Technology","$39,329,093,367","0","Analyze"
"STN","Stantec Inc","Canada","Canada","CT:STN","Toronto Stock Exchange","Yes","Industrials","$5,525,370,901","53,394","Analyze"
"STOHF","Equinor Asa","Norway","","NO:EQNR","Oslo Bors Asa","No","Energy","$90,661,448,886","0","Analyze"
"SU","Suncor Energy  Inc.","Canada","Canada","CT:SU","Toronto Stock Exchange","Yes","Energy","$34,345,184,046","6,794,070","Analyze"
"SVKEF","Skandinaviska Enskilda Banken AB Class A","Sweden","Sweden","SS:SEB-A","Nasdaq Omx Nordic","Yes","Financials","$32,875,792,304","0","Analyze"
"SVM","Silvercorp Metals Inc.","Canada","Canada","CT:SVM","Toronto Stock Exchange","Yes","Materials","$721,523,407","980,019","Analyze"
"SVTRF","Severn Trent PLC","United Kingdom","United Kingdom","LN:SVT","London Stock Exchange","Yes","Utilities","$8,969,132,247","0","Analyze"
"SVYSF","Solvay SA","Belgium","","BB:SOLB","Nyse Euronext - Euronext Brussels","No","Materials","$14,347,810,751","0","Analyze"
"SWIR","Sierra Wireless Inc","Canada","Canada","CT:SW","Toronto Stock Exchange","Yes","Information Technology","$605,413,077","123,233","Analyze"
"SYTA","Siyata Mobile, Inc.","Canada","","CV:SIM","TSX Venture Exchange","Yes","Communication Services","$2,836,968","382,292","Analyze"
"TAC","TransAlta Corporation","Canada","","CT:TA","Toronto Stock Exchange","Yes","Utilities","$3,026,901,702","163,377","Analyze"
"TAKOF","Drone Delivery Canada Corp","Canada","","CV:FLT","TSX Venture Exchange","No","Unknown","$186,085,180","85,325","Analyze"
"TAOIF","TAG Oil Ltd","Canada","","CT:TAO","Toronto Stock Exchange","No","Energy","$34,333,030","0","Analyze"
"TATYF","Tate & Lyle PLC","United Kingdom","","LN:TATE","London Stock Exchange","No","Consumer Staples","$4,336,986,424","0","Analyze"
"TBPMF","Tetra Bio-Pharma Inc.","Canada","","CV:TBP","TSX Venture Exchange","No","Health Care","$76,316,808","390,085","Analyze"
"TBXXF","Turmalina Metals Corp.","Canada","","CV:TBX","TSX Venture Exchange","No","Unknown","$28,097,798","47,054","Analyze"
"TCN","Tricon Residential Inc.","Canada","","CT:TCN","Toronto Stock Exchange","Yes","Real Estate","$3,821,373,843","516,280","Analyze"
"TCNNF","Trulieve Cannabis Corp.","Canada","","CT:TRUL","Toronto Stock Exchange","No","Health Care","$14,767,854","175,718","Analyze"
"TCTZF","Tencent Holdings Limited","China","","HK:0700","Hong Kong Exchange","No","Communication Services","$628,171,877,386","93,099","Analyze"
"TD","The Toronto-Dominion Bank","Canada","Canada","CT:TD","Toronto Stock Exchange","Yes","Financials","$130,665,740,648","1,366,526","Analyze"
"TECK","Teck Resources Ltd","Canada","Canada","CT:TECK-B","Toronto Stock Exchange","Yes","Materials","$15,267,465,593","4,206,316","Analyze"
"TEFOF","Telefonica SA","Spain","","SM:TEF","Bolsa De Madrid","No","Communication Services","$24,807,435,431","0","Analyze"
"TFII","TFI International Inc.","Canada","Canada","CT:TFII","Toronto Stock Exchange","Yes","Industrials","$10,398,920,762","148,692","Analyze"
"TGA","Transglobe Energy Corporation","Canada","South Africa","CT:TGL","Toronto Stock Exchange","Yes","Energy","$182,080,598","894,118","Analyze"
"TGB","Taseko Mines Limited","Canada","","CT:TKO","Toronto Stock Exchange","Yes","Materials","$647,226,315","1,794,451","Analyze"
"TGIFF","1933 Industries Inc.","Canada","","CF:TGIF","Canadian Securities Exchange","No","Unknown","$18,989,820","589,587","Analyze"
"TGODF","Green Organic Dutchman Holdings Ltd.","Canada","","CT:TGOD","Toronto Stock Exchange","No","Health Care","$76,208,432","2,929,777","Analyze"
"THCBF","THC BioMed Intl. Ltd.","Canada","","CF:THC","Canadian Securities Exchange","No","Health Care","$12,124,053","35,965","Analyze"
"THM","International Tower Hill Mines Ltd","Canada","","CT:ITH","Toronto Stock Exchange","No","Materials","$144,310,019","112,552","Analyze"
"THNPF","Technip Energies Nv","France","","FP:TE","Euronext Paris","No","Energy","$2,927,591,033","172","Analyze"
"THTX","Theratechnologies Inc.","Canada","","CT:TH","Toronto Stock Exchange","Yes","Health Care","$334,338,969","263,544","Analyze"
"TIXT","TELUS International (Cda) Inc.","Canada","","CT:TIXT","Toronto Stock Exchange","Yes","Information Technology","$1,986,714,721","353,469","Analyze"
"TKGBF","Turkiye Garanti Bankasi AS","Turkey","","TI:GARAN","Istanbul Stock Exchange","No","Financials","$3,738,000,000","0","Analyze"
"TLLTF","TILT Holdings Inc.","Canada","","CF:TILT","Canadian Securities Exchange","No","Unknown","$117,565,917","441,696","Analyze"
"TLRY","Tilray, Inc. - Class 2","Canada","USA","CT:TLRY","Toronto Stock Exchange","No","Health Care","$5,371,279,894","20,969,058","Analyze"
"TMDI","Titan Medical Inc.","Canada","","CT:TMD","Toronto Stock Exchange","Yes","Health Care","$165,580,258","324,193","Analyze"
"TMNSF","Temenos Group AG","Switzerland","","SE:TEMN","Six Swiss Exchange","No","Information Technology","$9,405,869,634","0","Analyze"
"TNYBF","Tinley Beverage Company Inc.","Canada","","CF:TNY","Canadian Securities Exchange","No","Unknown","$17,873,229","10,790","Analyze"
"TPRFF","Gran Colombia Gold Corp.","Canada","","CV:GCM","TSX Venture Exchange","No","Materials","$396,897,673","86,427","Analyze"
"TRBMF","Torq Resources Inc.","Canada","","CV:TORQ","TSX Venture Exchange","No","Materials","$39,455,346","15,030","Analyze"
"TREVF","Trevali Mining Corporation","Canada","","CT:TV","Toronto Stock Exchange","No","Materials","$202,664,866","32,593","Analyze"
"TRI","Thomson Reuters Corporation","Canada","Canada","CT:TRI","Toronto Stock Exchange","Yes","Industrials","$58,090,227,643","444,675","Analyze"
"TRIL","Trillium Therapeutics Inc.","Canada","Canada","CT:TRIL","Toronto Stock Exchange","Yes","Health Care","$1,852,075,290","1,244,989","Analyze"
"TRMLF","Tourmaline Oil Corp","Canada","","CT:TOU","Toronto Stock Exchange","No","Energy","$11,476,099,001","0","Analyze"
"TRP","TransCanada Corporation","Canada","Canada","CT:TRP","Toronto Stock Exchange","Yes","Energy","$53,307,593,996","1,522,638","Analyze"
"TRQ","Turquoise Hill Resources Ltd","Canada","Canada","CT:TRQ","Toronto Stock Exchange","Yes","Materials","$2,684,427,490","648,168","Analyze"
"TRRSF","Trisura Group Ltd","Canada","","CT:TSU","Toronto Stock Exchange","No","Financials","$1,429,435,131","3,996","Analyze"
"TRSSF","TerrAscend Corp.","Canada","","CF:TER","Canadian Securities Exchange","No","Unknown","$1,123,976,673","93,983","Analyze"
"TSCDF","Tesco PLC","United Kingdom","","LN:TSCO","London Stock Exchange","No","Consumer Staples","$29,130,911,320","0","Analyze"
"TSEM","Tower Semiconductor Ltd.","Israel","Israel","IT:TSEM","Tel Aviv Stock Exchange","Yes","Information Technology","$3,369,670,141","253,136","Analyze"
"TSRMF","Treasury Metals Inc.","Canada","","CT:TML","Toronto Stock Exchange","No","Materials","$82,277,781","78,051","Analyze"
"TTFNF","Total SA","France","France","FP:FP","Euronext Paris","Yes","Energy","$137,645,580,921","305","Analyze"
"TU","Telus Corporation","Canada","","CT:T","Toronto Stock Exchange","Yes","Communication Services","$30,644,776,342","927,857","Analyze"
"UCBJF","UCB SA","Belgium","Belgium","BB:UCB","Nyse Euronext - Euronext Brussels","Yes","Health Care","$22,494,579,348","101","Analyze"
"UFS","Domtar Corp","Canada","USA","CT:UFS","Toronto Stock Exchange","No","Materials","$2,757,652,050","326,277","Analyze"
"UROY","Uranium Royalty Corp.","Canada","","CV:URC","TSX Venture Exchange","Yes","Energy","$445,824,916","1,258,283","Analyze"
"USAS","Americas Silver Corporation","Canada","","CT:USA","Toronto Stock Exchange","Yes","Materials","$126,739,692","1,155,964","Analyze"
"UUGWF","United Utilities Group PLC","United Kingdom","United Kingdom","LN:UU","London Stock Exchange","Yes","Utilities","$9,221,995,343","0","Analyze"
"UURAF","Ucore Rare Metals Inc.","Canada","","CT:UCU","Toronto Stock Exchange","No","Materials","$38,383,790","91,931","Analyze"
"UUUU","Energy Fuels Inc","Canada","Canada","CT:EFR","Toronto Stock Exchange","No","Energy","$1,110,925,251","5,625,976","Analyze"
"VBNK","VersaBank","Canada","","CT:VB","Toronto Stock Exchange","Yes","Financials","$323,892,996","22,902","Analyze"
"VCISF","VINCI SA","France","France","FP:DG","Euronext Paris","Yes","Industrials","$61,541,570,372","0","Analyze"
"VET","Vermilion Energy Inc.","Canada","Canada","CT:VET","Toronto Stock Exchange","Yes","Energy","$1,707,142,319","3,014,667","Analyze"
"VEV","Vicinity Motor Corp.","Canada","","CV:VMC","TSX Venture Exchange","Yes","Consumer Discretionary","$165,867,934","50,749","Analyze"
"VEXTF","Vext Science Inc.","Canada","","CF:VEXT","Canadian Securities Exchange","No","Unknown","$46,461,143","5,073","Analyze"
"VFF","Village Farms International, Inc.","Canada","Canada","CT:VFF","Toronto Stock Exchange","No","Consumer Staples","$677,782,900","575,730","Analyze"
"VITFF","Victoria Gold Corp","Canada","","CT:VGCX","Toronto Stock Exchange","No","Materials","$925,462,618","66,532","Analyze"
"VIVEF","Vivendi SA","France","France","FP:VIV","Euronext Paris","Yes","Communication Services","$14,577,578,163","1,100","Analyze"
"VLNCF","Valens GroWorks Corp.","Canada","","CV:VLNS","TSX Venture Exchange","No","Unknown","$315,981,489","293,115","Analyze"
"VOBIF","Vobile Group Limited","Hong Kong","","HK:3738","Hong Kong Exchange","No","Information Technology","$1,835,304,396","0","Analyze"
"VQSLF","VIQ Solutions Inc.","Canada","","CV:VQS","TSX Venture Exchange","No","Information Technology","$123,224,138","3,425","Analyze"
"VRNOF","Verano Hldgs Corp","Canada","","CF:VRNO","Canadian Securities Exchange","No","Consumer Discretionary","$2,243,482,905","1,100,180","Analyze"
"VRYYF","The Very Good Food Company Inc","Canada","","CF:VERY","Canadian Securities Exchange","No","Consumer Staples","$248,161,673","0","Analyze"
"VS","Versus Systems Inc.","Canada","","CF:VS","Canadian Securities Exchange","Yes","Communication Services","$41,430,004","49,552","Analyze"
"VSQTF","Victory Square Technologies Inc","Canada","","CF:VST","Canadian Securities Exchange","No","Unknown","$34,015,203","111,357","Analyze"
"VVCIF","VIVO Cannabis Inc.","Canada","","CT:VIVO","Toronto Stock Exchange","No","Health Care","$26,815,843","90,691","Analyze"
"VYGVF","Voyager Digital (Canada) Ltd.","Canada","","CF:VYGR","Canadian Securities Exchange","No","Information Technology","$1,533,630,788","931,729","Analyze"
"WCN","Waste Connections Inc","Canada","Canada","CT:WCN","Toronto Stock Exchange","No","Industrials","$33,943,998,206","628,790","Analyze"
"WDDMF","WeedMD Inc.","Canada","","CV:WMD","TSX Venture Exchange","No","Unknown","$48,017,734","50,984","Analyze"
"WFG","West Fraser Timber Co. Ltd","Canada","Canada","CT:WFG","Toronto Stock Exchange","Yes","Materials","$9,229,161,673","257,546","Analyze"
"WFTSF","Wavefront Technology Solutions Inc","Canada","","CV:WEE","TSX Venture Exchange","No","Energy","$32,629,541","5,500","Analyze"
"WMLLF","Wealth Minerals Ltd.","Canada","","CV:WML","TSX Venture Exchange","No","Unknown","$114,000,493","306,095","Analyze"
"WOWMF","Wow Unlimited Media Inc.","Canada","","CV:WOW","TSX Venture Exchange","No","Unknown","$29,442,557","0","Analyze"
"WPM","Wheaton Precious Metals Corp.","Canada","Canada","CT:WPM","Toronto Stock Exchange","Yes","Materials","$18,583,426,620","2,149,628","Analyze"
"WPRT","Westport Fuel Systems Inc","Canada","","CT:WPRT","Toronto Stock Exchange","Yes","Consumer Discretionary","$514,698,896","1,034,030","Analyze"
"WRN","Western Copper And Gold Corporation","Canada","","CT:WRN","Toronto Stock Exchange","Yes","Materials","$265,374,780","427,838","Analyze"
"WSTRF","Western Uranium & Vanadium Corp.","Canada","","CF:WUC","Canadian Securities Exchange","No","Unknown","$113,135,098","79,456","Analyze"
"XEBEF","Xebec Adsorption Inc.","Canada","","CV:XBC","TSX Venture Exchange","No","Industrials","$380,600,701","14,639","Analyze"
"XIACF","Xiaomi Corp","Hong Kong","","HK:1810","Hong Kong Exchange","No","Information Technology","$59,892,185,670","0","Analyze"
"XRTX","XORTX Therapeutics Inc.","Canada","","CF:XRX","Canadian Securities Exchange","Yes","Health Care","$294,171,834","196,288","Analyze"
"YNDX","Yandex N.V.","Russia","The Netherlands","RX:YNDX","Standard-Classica-Forts","Yes","Communication Services","$25,219,410,000","1,245,135","Analyze"
"YZCHF","Yanzhou Coal Mining Company Limited H Shares","China","","HK:1171","Hong Kong Exchange","No","Energy","$3,490,947,000","0","Analyze"
"ZFSVF","Zurich Insurance Group Ltd","Switzerland","","VX:ZURN","Six Swiss - Blue Chips Segment","No","Financials","$64,096,031,142","147","Analyze"
"ZOM","Zomedica Pharmaceuticals Corp.","Canada","Canada","CV:ZOM","","No","Health Care","$498,685,055","18,649,753","Analyze"