"Symbol","Name","Cross-list symbol","Cross-list exchange","GICS Sector","Industry","Market cap","Average Volume","Action"
"CNTMF","Cansortium Inc.","","","Consumer Discretionary","Drug Manufacturers—Specialty & Generic","$95,196,979","122,323","Analyze"
"IPOOF","InPlay Oil Corp.","CT:IPO","Toronto Stock Exchange","Energy","Oil & Gas E&P","$94,928,126","8,232","Analyze"
"KNRLF","Kontrol Energy Corp.","CF:KNR","Canadian Securities Exchange","Information Technology","Information Technology Services","$94,222,230","32,839","Analyze"
"NTSFF","Nanotech Security Corp.","CV:NTS","TSX Venture Exchange","Industrials","Scientific & Technical Instruments","$93,848,963","48,595","Analyze"
"APGOF","APOLLO GOLD & SILVER CORP","","","Unknown","","$93,830,049","0","Analyze"
"BKRRF","BLACKROCK GOLD CORP ORD","","","Unknown","","$91,712,908","359,957","Analyze"
"CRDOF","CERRADO GOLD INC","","","Unknown","","$90,081,954","15,602","Analyze"
"MGMLF","Maple Gold Mines Ltd","","","Materials","Gold","$89,982,322","168,786","Analyze"
"QYOUF","QYOU Media Inc.","","","Communication Services","Entertainment","$89,071,882","72,530","Analyze"
"ANXGF","Anaconda Mining Inc.","CT:ANX","Toronto Stock Exchange","Materials","Gold","$88,721,531","90,648","Analyze"
"GSVRF","GUANAJUATO SILVER CO LTD","","","Unknown","","$87,233,284","512,446","Analyze"
"SSVFF","Southern Silver Exploration Corp.","","","Unknown","Other Precious Metals & Mining","$86,195,757","238,603","Analyze"
"FDVRF","Facedrive Inc.","CV:FD","TSX Venture Exchange","Information Technology","Software—Application","$85,637,925","24,973","Analyze"
"SROYF","Sailfish Royalty Corp.","CV:FISH","TSX Venture Exchange","Materials","Gold","$85,528,574","222","Analyze"
"RGLSF","REGULUS RES INC","","","Materials","","$85,472,389","9,204","Analyze"
"AUGG","AUGUSTA GOLD CORP","","","Unknown","","$85,271,447","700","Analyze"
"BMBIF","BRIGHT MINDS BIOSCIENCES","","","Unknown","","$85,071,304","11,470","Analyze"
"CYSNF","C-COM SATELLITE SYS INC","","","Information Technology","","$85,021,440","22,656","Analyze"
"BONXF","BonTerra Resources Inc.","CV:BTR","TSX Venture Exchange","Materials","Gold","$84,465,735","39,831","Analyze"
"GENMF","GENERATION MINING LTD","","","Unknown","","$83,702,251","0","Analyze"
"NGENF","NervGen Pharma Corp.","CV:NGEN","TSX Venture Exchange","Health Care","Biotechnology","$83,446,954","64,774","Analyze"
"SLVRF","Silver One Resources Inc.","CV:SVE","TSX Venture Exchange","Materials","Silver","$82,470,728","197,223","Analyze"
"TSRMF","Treasury Metals Inc.","CT:TML","Toronto Stock Exchange","Materials","Gold","$82,277,781","78,051","Analyze"
"CRSXF","Corsa Coal Corp.","CV:CSO","TSX Venture Exchange","Materials","Coking Coal","$80,678,489","122,550","Analyze"
"SYHBF","Skyharbour Resources Ltd.","","","Unknown","Other Industrial Metals & Mining","$80,535,539","168,050","Analyze"
"EGTYF","Eguana Technologies Inc","","","Industrials","Electrical Equipment & Parts","$80,315,541","185,937","Analyze"
"HGGOF","HighGold Mining Inc","","","Unknown","Gold","$80,239,334","1,100","Analyze"
"USGDF","AMERICAN PACIFIC MNG","","","Unknown","","$80,184,889","1,388,564","Analyze"
"GAYMF","GALWAY METALS INC","","","Unknown","","$78,200,619","0","Analyze"
"HLLPF","HELLO PAL INTL INC ORD","","","Unknown","","$77,936,860","566,055","Analyze"
"MCLDF","mCloud Technologies Corp","","","Unknown","Software—Application","$77,394,092","29,964","Analyze"
"ICNAF","Icanic Brands Company Inc.","","","Unknown","Drug Manufacturers—Specialty & Generic","$77,188,447","164,677","Analyze"
"AGCBF","Amarillo Gold Corporation","","","Materials","Gold","$77,164,739","59,608","Analyze"
"PLSDF","Pulse Seismic Inc.","CT:PSD","Toronto Stock Exchange","Energy","Oil & Gas Equipment & Services","$76,924,443","4,800","Analyze"
"TBPMF","Tetra Bio-Pharma Inc.","CV:TBP","TSX Venture Exchange","Health Care","Biotechnology","$76,316,808","390,085","Analyze"
"TGODF","Green Organic Dutchman Holdings Ltd.","CT:TGOD","Toronto Stock Exchange","Health Care","Drug Manufacturers—Specialty & Generic","$76,208,432","2,929,777","Analyze"
"DKLRF","DECKLAR RES INC","","","Unknown","","$76,022,961","0","Analyze"
"LONCF","Loncor Resources Inc.","","","Materials","Gold","$75,764,588","2,412","Analyze"
"ALEAF","Aleafia Health Inc.","CT:ALEF","Toronto Stock Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$75,750,630","560,812","Analyze"
"NSCIF","Nanalysis Scientific Corp","CV:NSCI","TSX Venture Exchange","Unknown","Scientific & Technical Instruments","$75,472,307","10,000","Analyze"
"CXXIF","C21 Investments Inc","CF:CXXI","Canadian Securities Exchange","Consumer Discretionary","Drug Manufacturers-Specialty & Generic","$74,811,123","62,810","Analyze"
"CNTRF","CENTR Brands Corp.","","","Unknown","Drug Manufacturers—Specialty & Generic","$74,713,382","13,774","Analyze"
"IFABF","IFABRIC CORPORATION","","","Unknown","","$72,876,189","0","Analyze"
"MBXBF","MICROBIX BIOSYSTEMS INC","","","Health Care","","$72,774,346","81,970","Analyze"
"AVTBF","Avant Brands Inc","CT:AVNT","Toronto Stock Exchange","Communication Services","Drug Manufacturers-Specialty & Generic","$72,293,152","1,607,275","Analyze"
"SLGWF","SLANG WORLDWIDE INC","","","Unknown","","$71,666,615","192,844","Analyze"
"DYFSF","DynaCERT Inc.","CV:DYA","TSX Venture Exchange","Industrials","Specialty Industrial Machinery","$71,259,377","31,486","Analyze"
"TBRIF","THERMA BRIGHT INC ORD","","","Unknown","","$70,928,861","0","Analyze"
"KCCFF","KUTCHO COPPER CORP ORD","","","Unknown","","$70,330,960","0","Analyze"
"XPHYF","XPHYTO THERAPEUTICS CORP","","","Unknown","","$70,308,839","25,773","Analyze"
"ELEMF","ELEMENTAL ROYALTIES CORP","","","Unknown","","$69,227,743","0","Analyze"
"STPGF","Steppe Gold Ltd","","","Materials","Gold","$67,574,124","0","Analyze"
"KWEMF","KWESST MICRO SYS INC","","","Unknown","","$67,082,914","490","Analyze"
"APAAF","Appia Energy Corp.","","","Unknown","Uranium","$66,945,065","9,143","Analyze"
"FDCFF","FORUM ENERGY METALS CORP","","","Energy","","$66,628,891","0","Analyze"
"CRYBF","EXTREME VEHICLE BATT TECH","","","Unknown","","$66,260,629","0","Analyze"
"RHCCF","ROYAL HELIUM LIMITED","","","Unknown","","$65,902,619","0","Analyze"
"BBTVF","BBTV HOLDINGS INC","","","Unknown","","$65,347,084","228","Analyze"
"ARFXF","ProMIS Neurosciences Inc.","","","Health Care","Biotechnology","$65,061,951","58,419","Analyze"
"IGXT","Intelgenx Technologies Corp.","CV:IGX","TSX Venture Exchange","Health Care","Biotechnology","$64,260,403","166,825","Analyze"
"SXOOF","ST GEORGES ECO MNG CORP","","","Unknown","","$64,218,293","0","Analyze"
"NWCCF","NORTHWEST COPPER CORP","","","Unknown","","$64,178,342","30,639","Analyze"
"MVMDF","Mountain Valley MD Holdings Inc.","CF:MVMD","Canadian Securities Exchange","Health Care","Drug Manufacturers—Specialty & Generic","$63,850,618","0","Analyze"
"HMENF","HEMISPHERE ENERGY CORP","","","Energy","","$63,525,457","66,636","Analyze"
"KRKNF","Kraken Robotics Inc","","","Unknown","Scientific & Technical Instruments","$63,476,387","50,908","Analyze"
"TKRFF","TINKA RESOURCES LTD","","","Materials","","$63,377,773","0","Analyze"
"ACRDF","Acreage Holdings, Inc Class D","","","Consumer Discretionary","Drug Manufacturers—Specialty & Generic","$63,264,820","0","Analyze"
"KDCCF","KADESTONE CAP CORP","","","Unknown","","$63,261,148","0","Analyze"
"GBLYF","ODD BURGER CORPORATION","","","Unknown","","$62,631,350","0","Analyze"
"ATCMF","ATICO MINING CORP","","","Materials","","$62,413,871","11,944","Analyze"
"JRNGF","Journey Energy Inc.","CT:JOY","Toronto Stock Exchange","Energy","Oil & Gas E&P","$62,257,954","5,181","Analyze"
"DBCCF","Decibel Cannabis Company Inc","","","Unknown","Drug Manufacturers—Specialty & Generic","$61,959,441","97,421","Analyze"
"PTRUF","Petrus Resources Ltd.","CT:PRQ","Toronto Stock Exchange","Energy","Oil & Gas E&P","$61,548,935","6,644","Analyze"
"SMURF","TOKENS COM CORP","","","Unknown","","$60,864,475","184,206","Analyze"
"NXGWF","Next Green Wave Holdings Inc.","CF:NGW","Canadian Securities Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$60,778,081","117,922","Analyze"
"HCANF","HALO COLLECTIVE INC","","","Unknown","","$60,214,536","1,141,605","Analyze"
"OMZNF","Osisko Metals Incorporated","CT:OM","Toronto Stock Exchange","Unknown","Other Industrial Metals & Mining","$60,176,367","15,192","Analyze"
"IRVRF","IRVING RES INC ORD","","","Unknown","","$60,049,716","26,976","Analyze"
"MEDIF","MediPharm Labs Corp.","CT:LABS","Toronto Stock Exchange","Health Care","Drug Manufacturers—Specialty & Generic","$59,620,938","76,981","Analyze"
"ACOGF","ALPHA COGNITION INC NEW","","","Unknown","","$59,564,595","0","Analyze"
"LOWLF","Lowell Farms Inc","","","Unknown","Drug Manufacturers-Specialty & Generic","$59,394,247","96,422","Analyze"
"HDRSF","Highland Copper Co. Inc.","","","Materials","Copper","$58,909,090","38,280","Analyze"
"OSSIF","OneSoft Solutions Inc.","","","Information Technology","Software—Application","$58,672,238","94,557","Analyze"
"RSNVF","REYNA SILVER CORP","","","Unknown","","$58,322,316","0","Analyze"
"MGLQF","Magna Gold Corp.","","","Financials","Gold","$58,178,679","8,366","Analyze"
"MIMZF","Nighthawk Gold Corp.","CT:NHK","Toronto Stock Exchange","Materials","Gold","$57,968,100","5,435","Analyze"
"CSTXF","CRYPTOSTAR CORP","","","Unknown","","$57,829,448","0","Analyze"
"PSHIF","PetroShale Inc.","CV:PSH","TSX Venture Exchange","Energy","Oil & Gas E&P","$57,317,101","100","Analyze"
"VPHIF","VALEO PHARMA INC","","","Unknown","","$57,097,427","0","Analyze"
"LTMCF","Lithium Chile Inc","CV:LITH","TSX Venture Exchange","Materials","Other Industrial Metals & Mining","$56,816,965","55,161","Analyze"
"FSXLF","FOSTERVILLE SO EXPL  CL A","","","Unknown","","$56,759,393","0","Analyze"
"CWLPF","CALDWELL PARTNER INTL CRP","","","Industrials","","$56,112,525","5,746","Analyze"
"SICNF","Sokoman Minerals Corp.","","","Unknown","Gold","$55,984,834","249,230","Analyze"
"PTOTF","Patriot One Technologies Inc.","CT:PAT","Toronto Stock Exchange","Unknown","Software—Application","$55,950,464","85,436","Analyze"
"WHGOF","WHITE GOLD CORP ORD","","","Unknown","","$55,922,289","0","Analyze"
"VLCJF","Velocity Minerals Ltd.","","","Unknown","","$55,411,312","0","Analyze"
"ENTEF","ESE ENTMT INC","","","Unknown","","$55,201,265","0","Analyze"
"ESVNF","E79 RESOURCES CORP","","","Unknown","","$54,700,633","23,556","Analyze"
"SQIDF","SQI Diagnostics Inc.","","","Health Care","Diagnostics & Research","$54,379,536","1,300","Analyze"
"NHHHF","FUELPOSITIVE CORP","","","Unknown","","$54,103,441","830,270","Analyze"
"HPIL","Hpil Holding","","","Financials","","$54,029,706","0","Analyze"
"ADBRF","ALDEBARAN RESOURCES INC","","","Unknown","","$53,468,946","0","Analyze"
"AUIAF","Aurania Resources Ltd.","","","Unknown","Other Precious Metals & Mining","$53,429,974","14,216","Analyze"
"MEDXF","MEDEXUS PHARMS INC","","","Unknown","","$53,259,951","0","Analyze"
"BRSLF","BARSELE MINERALS CORP ORD","","","Unknown","","$53,134,993","0","Analyze"
"AIRRF","AURION RESOURCES LTD ORD","","","Materials","","$52,899,090","0","Analyze"
"CVALF","Covalon Technologies Ltd.","CV:COV","TSX Venture Exchange","Health Care","Biotechnology","$52,875,576","600","Analyze"
"JGLDF","Japan Gold Corp","","","Unknown","Gold","$52,466,949","10,175","Analyze"
"WVMDF","WEST VAULT MINING INC.","","","Unknown","","$52,397,398","0","Analyze"
"HCAND","HALO COLLECTIVE INC NEW","","","Unknown","","$52,185,930","0","Analyze"
"CANSF","Willow Biosciences Inc.","CT:WLLW","Toronto Stock Exchange","Materials","Drug Manufacturers—Specialty & Generic","$52,037,290","29,690","Analyze"
"AAGFF","Aftermath Silver Ltd.","CV:AAG","TSX Venture Exchange","Unknown","Other Industrial Metals & Mining","$51,934,516","237,981","Analyze"
"XTMIF","XTM Inc.","","","Unknown","Information Technology Services","$51,545,388","775","Analyze"
"SRGXF","SURGE COPPER CORP","","","Unknown","","$51,406,819","38,588","Analyze"
"LRDJF","ST JAMES GOLD CORP","","","Unknown","","$51,085,130","755","Analyze"
"GBARF","MONARCH MINING CORP","","","Unknown","","$50,815,095","21,880","Analyze"
"TSKFF","Talisker Resources Ltd.","","","Unknown","Other Industrial Metals & Mining","$50,789,563","98,198","Analyze"
"MSSTF","MINDSET PHARMA INC","","","Unknown","","$50,637,569","20,818","Analyze"
"OGNRF","OROGEN ROYALTIES INC","","","Unknown","","$50,326,574","361,387","Analyze"
"SGLDF","SABRE GOLD MINES CORP","","","Unknown","","$50,316,842","0","Analyze"
"LXXGF","Lexagene Holdings Inc.","","","Unknown","Medical Devices","$50,040,101","112,583","Analyze"
"RSASF","Resaas Services Inc.","","","Communication Services","Software—Application","$50,028,801","1,854","Analyze"
"PLGNF","PLAYGON GAMES INC","","","Unknown","","$50,003,307","0","Analyze"
"CVVUF","CanAlaska Uranium Ltd.","","","Energy","Other Industrial Metals & Mining","$49,954,881","67,950","Analyze"
"AGAUF","ARIZONA GOLD CORP","","","Unknown","","$49,437,330","347,456","Analyze"
"BSENF","BASELODE ENERGY CORP","","","Unknown","","$49,392,062","0","Analyze"
"WPNDF","WISHPOND TECHNOLOGIES LTD","","","Unknown","","$49,107,910","0","Analyze"
"XRTXF","XORTX Therapeutics Inc.","","","Health Care","Biotechnology","$48,334,526","3,500","Analyze"
"KDKCF","KODIAK COPPER CORP","","","Unknown","","$48,265,391","0","Analyze"
"NCAUF","NEWCORE GOLD LTD","","","Unknown","","$48,206,941","5,977","Analyze"
"WDDMF","WeedMD Inc.","CV:WMD","TSX Venture Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$48,017,734","50,984","Analyze"
"DTMXF","DATAMETREX AI LIMIT","","","Information Technology","","$47,982,931","0","Analyze"
"AMMPF","AMMPOWER CORP","","","Unknown","","$47,978,791","332,033","Analyze"
"MGPHF","Mason Graphite Inc.","CV:LLG","TSX Venture Exchange","Materials","Other Industrial Metals & Mining","$47,961,361","279,090","Analyze"
"SILEF","Silver Elephant Mining Corp","CT:ELEF","Toronto Stock Exchange","Unknown","Other Industrial Metals & Mining","$47,834,045","1,560,339","Analyze"
"NFLDF","EXPLOITS DISCOVERY CORP","","","Unknown","","$47,708,238","120,366","Analyze"
"USYNF","UNISYNC CORP ORD","","","Consumer Discretionary","","$47,538,123","0","Analyze"
"JETMF","Global Crossing Airlines Inc.","","","Industrials","Airlines","$47,459,659","6,006","Analyze"
"GUYGF","G2 GOLDFIELDS INC","","","Unknown","","$47,118,062","0","Analyze"
"SRLZF","SALAZAR RESOURCES LTD ORD","","","Unknown","","$46,983,300","12,533","Analyze"
"NDVAF","Indiva Ltd.","CV:NDVA","TSX Venture Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$46,889,798","36,678","Analyze"
"VEXTF","Vext Science Inc.","CF:VEXT","Canadian Securities Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$46,461,143","5,073","Analyze"
"GTAGF","GOLDEN TAG RESOURCES LTD","","","Unknown","","$46,405,168","397,550","Analyze"
"BKUCF","Blue Sky Uranium Corp.","","","Energy","Uranium","$46,202,934","62,000","Analyze"
"KUYAF","KUYA SILVER CORP","","","Unknown","","$46,083,581","0","Analyze"
"HLRTF","HILLCREST PETROL LTD ORD","","","Unknown","","$46,035,824","112,800","Analyze"
"CRBTF","Intellabridge Technology Corp.","","","Unknown","Software—Application","$45,957,234","26,188","Analyze"
"UGEIF","UGE International Ltd","","","Industrials","Solar","$45,450,515","15,892","Analyze"
"DPXCF","DELPHX CAP MKTS INC","","","Unknown","","$45,064,756","0","Analyze"
"PEMIF","Pure Energy Minerals Ltd.","","","Unknown","Other Industrial Metals & Mining","$45,007,559","419,300","Analyze"
"LVCNF","Leviathan Cannabis Group Inc.","","","Unknown","Drug Manufacturers—Specialty & Generic","$45,007,328","100","Analyze"
"TSGZF","TriStar Gold Inc.","","","Materials","Gold","$44,842,273","87,810","Analyze"
"GLBXF","Globex Mining Enterprises Inc.","CT:GMX","Toronto Stock Exchange","Materials","Other Industrial Metals & Mining","$44,819,582","9,124","Analyze"
"ENDMF","ENDURO METALS CORP","","","Unknown","","$44,350,189","108,308","Analyze"
"BMMJ","Body & Mind Inc.","","","Unknown","Drug Manufacturers—Specialty & Generic","$44,337,020","103,784","Analyze"
"SSVRF","SUMMA SILVER CORP","","","Unknown","","$44,307,493","0","Analyze"
"ATIXF","AnalytixInsight Inc. (Canada)","","","Information Technology","Software—Application","$44,284,799","0","Analyze"
"RMRDF","RADISSON MINING RESOURCES","","","Unknown","","$44,069,770","0","Analyze"
"YNVYF","Ynvisible Interactive Inc. Class A","","","Unknown","Electronic Components","$43,970,021","54,700","Analyze"
"POROF","PANORO MINERALS LTD","","","Materials","","$43,833,385","0","Analyze"
"NRVTF","NORAM VENTURES INC","","","Unknown","","$43,582,108","46,836","Analyze"
"GRSLF","GR Silver Mining Ltd.","","","Unknown","Other Industrial Metals & Mining","$43,237,394","84,907","Analyze"
"KVLQF","VALORE METALS CORP","","","Unknown","","$43,046,297","0","Analyze"
"ASPCF","Acerus Pharmaceuticals Corporation","","","Unknown","Drug Manufacturers—Specialty & Generic","$42,898,707","2,858","Analyze"
"LEMIF","Leading Edge Materials Corp.","","","Materials","Other Industrial Metals & Mining","$42,853,682","86,271","Analyze"
"RYMDF","Relay Medical Corp.","","","Unknown","Diagnostics & Research","$42,812,526","0","Analyze"
"CTXXF","Cematrix Corporation","","","Materials","Building Materials","$42,639,480","133,050","Analyze"
"LUMIF","LUMINEX RES CORP","","","Unknown","","$42,343,607","0","Analyze"
"SHCMF","SEARCH MINERALS INC ORD","","","Materials","","$42,284,379","0","Analyze"
"KOREF","KORE Mining Ltd.","","","Unknown","Gold","$42,155,670","125,158","Analyze"
"AWKNF","AWAKN LIFE SCIENCES CORP","","","Unknown","","$41,842,172","0","Analyze"
"SNWGF","SNOWLINE GOLD CORP","","","Unknown","","$41,698,989","41,434","Analyze"
"MMNGF","METALLIC MINERALS CORP","","","Unknown","","$41,540,792","81,902","Analyze"
"PHRRF","NEWSCOPE CAP CORP.","","","Unknown","","$41,512,735","0","Analyze"
"ICOTF","iCo Therapeutics Inc.","","","Health Care","Biotechnology","$41,043,431","12,065","Analyze"
"GRCAF","Gold Springs Resource Corp.","","","Unknown","Gold","$40,871,640","4,921","Analyze"
"APLIF","APPILI THERAPEUTICS INC","","","Unknown","","$40,557,549","0","Analyze"
"WSCRF","North American Nickel Inc.","","","Materials","Other Industrial Metals & Mining","$40,313,849","0","Analyze"
"AUSAF","Australis Capital Inc.","","","Consumer Discretionary","Drug Manufacturers—Specialty & Generic","$40,246,930","52,422","Analyze"
"NVLPF","NOVA LEAP HEALTH CORP","","","Unknown","","$40,043,878","43,125","Analyze"
"NKORF","PALLADIUM ONE MINING INC","","","Unknown","","$40,021,111","0","Analyze"
"PTUUF","PUREPOINT URANIUM GRP INC","","","Unknown","","$40,016,902","0","Analyze"
"PGEZF","Group Ten Metals Inc.","","","Unknown","Other Industrial Metals & Mining","$39,872,304","145,449","Analyze"
"IZOZF","IZOTROPIC CORP","","","Unknown","","$39,751,032","62,496","Analyze"
"SBLRF","SABLE RES LTD ORD","","","Unknown","","$39,728,682","40,808","Analyze"
"WSNAF","Wesana Health Holdings Inc","","","Health Care","Biotechnology","$39,565,963","0","Analyze"
"IDKFF","THREED CAPITAL INC","","","Unknown","","$39,513,453","0","Analyze"
"TRBMF","Torq Resources Inc.","CV:TORQ","TSX Venture Exchange","Materials","Other Industrial Metals & Mining","$39,455,346","15,030","Analyze"
"DRCMF","DORE COPPER MNG CORP","","","Unknown","","$39,289,817","0","Analyze"
"BMTLF","BeMetals Corp.","","","Unknown","Other Industrial Metals & Mining","$39,123,971","1,900","Analyze"
"EMTRF","ELEMENT 29 RES INC","","","Unknown","","$39,056,942","52,167","Analyze"
"KHRNF","Khiron Life Sciences Corp.","CV:KHRN","TSX Venture Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$38,993,786","354,511","Analyze"
"OPTHF","OPTIMI HEALTH CORP","","","Unknown","","$38,949,272","66,504","Analyze"
"GPTRF","Grande Portage Resources Ltd.","","","Materials","Gold","$38,804,533","36,300","Analyze"
"BVNNF","BEVCANNA ENTERPRISES","","","Unknown","","$38,793,794","284,771","Analyze"
"UURAF","Ucore Rare Metals Inc.","CT:UCU","Toronto Stock Exchange","Materials","Other Industrial Metals & Mining","$38,383,790","91,931","Analyze"
"FLHLF","FILAMENT HEALTH CORP","","","Unknown","","$37,951,580","0","Analyze"
"LUXFF","LUXXFOLIO HLDGS INC","","","Unknown","","$37,787,782","382,875","Analyze"
"GGLDF","Getchell Gold Corp.","","","Unknown","Other Industrial Metals & Mining","$37,733,227","75,382","Analyze"
"GXSFF","GoldSource Mines Inc.","","","Unknown","Gold","$37,465,556","1,005,409","Analyze"
"RVLGF","Revival Gold Inc","","","Unknown","Gold","$37,407,332","49,044","Analyze"
"MFGCF","MAYFAIR GOLD CORP","","","Unknown","","$37,260,656","0","Analyze"
"ATBPF","Antibe Therapeutics Inc.","CV:ATE","TSX Venture Exchange","Health Care","Biotechnology","$37,236,155","0","Analyze"
"ANLDF","Anfield Energy Inc","","","Energy","Uranium","$37,170,879","14,000","Analyze"
"SKKY","Skkynet Cloud Systems Inc.","","","Information Technology","Software—Infrastructure","$37,124,493","4,402","Analyze"
"FLOOF","Flower One Holdings Inc.","CF:FONE","Canadian Securities Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$36,980,400","14,469","Analyze"
"HERTF","Heritage Cannabis Holdings Corp.","CF:CANN","Canadian Securities Exchange","Unknown","Drug Manufacturers—Specialty & Generic","$36,902,129","49,968","Analyze"
"POPRF","POPREACH CORPORATION","","","Unknown","","$36,693,249","0","Analyze"
"FTMDF","Fortune Minerals Limited","CT:FT","Toronto Stock Exchange","Materials","Other Industrial Metals & Mining","$36,603,831","47,544","Analyze"
"FISOF","Fission 3.0 Corp.","","","Energy","Other Industrial Metals & Mining","$36,537,496","37,644","Analyze"
"PLTXF","PLANTX LIFE INC","","","Unknown","","$36,222,346","0","Analyze"
"NORZF","NorZinc Ltd.","","","Materials","Other Industrial Metals & Mining","$36,089,959","161,294","Analyze"
"JUVAF","JUVA LIFE INC","","","Unknown","","$35,821,078","0","Analyze"
"DVNCF","DANAVATION TECHNOLOGIES","","","Unknown","","$35,764,185","0","Analyze"
"TCFF","TRILLION ENERGY INTERNATL","","","Unknown","","$35,753,463","232,708","Analyze"
"NSFDF","NXT Energy Solutions Inc.","","","Energy","Oil & Gas Equipment & Services","$35,647,108","2,475","Analyze"
"NXTTF","Namaste Technologies Inc.","CV:N","TSX Venture Exchange","Consumer Discretionary","Internet Retail","$35,631,863","186,856","Analyze"
"ARSMF","ARES STRATEGIC MNG INC","","","Materials","","$35,525,211","0","Analyze"
"LPSIF","LEGEND POWER SYS INC","","","Unknown","","$35,467,576","500","Analyze"
"CLCFF","CHRISTINA LAKE CANNABIS","","","Unknown","","$35,444,241","0","Analyze"
"MBAIF","CIBT Education Group Inc","CT:MBA","Toronto Stock Exchange","Consumer Discretionary","Education & Training Services","$35,443,979","2,167","Analyze"
"AZURF","AZINCOURT ENERGY CORP","","","Unknown","","$35,164,308","0","Analyze"
"RKMSF","ROKMASTER RESOURCES CORP","","","Materials","","$35,110,824","5,650","Analyze"
"TLTFF","Theralase Technologies Inc.","","","Health Care","Medical Devices","$34,849,464","104,717","Analyze"
"VIPRF","SILVER VIPER MINERALS","","","Unknown","","$34,598,891","60,200","Analyze"
"AVLNF","Avalon Advanced Materials Inc.","CT:AVL","Toronto Stock Exchange","Materials","Other Industrial Metals & Mining","$34,561,072","36,700","Analyze"
"NSUPF","Northern Superior Resources Inc.","","","Unknown","Gold","$34,535,262","10,402","Analyze"
"TAOIF","TAG Oil Ltd","CT:TAO","Toronto Stock Exchange","Energy","Oil & Gas E&P","$34,333,030","0","Analyze"
"VSQTF","Victory Square Technologies Inc","CF:VST","Canadian Securities Exchange","Unknown","Electronic Gaming & Multimedia","$34,015,203","111,357","Analyze"
"GOTRF","Goliath Resources Limited","","","Unknown","Other Precious Metals & Mining","$33,934,910","96,910","Analyze"
"HDSLF","HEALTHSPACE DATA SYS NEW","","","Unknown","","$33,873,570","100","Analyze"
"YGTFF","GOLD TERRA RESOURCE CORP","","","Unknown","","$33,833,027","0","Analyze"
"NGPHF","Northern Graphite Corporation","","","Materials","Other Industrial Metals & Mining","$33,821,986","443,896","Analyze"
"MSNVF","MISSION READY SOLTNS INC","","","Unknown","","$33,689,024","116,252","Analyze"
"CHALF","CHALICE BRANDS LTD","","","Unknown","","$33,682,226","0","Analyze"
"QCCUF","QC COPPER & GOLD INC","","","Unknown","","$33,294,657","217,910","Analyze"
"DLTNF","DELTA 9 CANNABIS INC","","","Unknown","","$33,223,736","12,384","Analyze"
"STTDF","STANDARD URANIUM LTD","","","Unknown","","$32,817,679","0","Analyze"
"WFTSF","Wavefront Technology Solutions Inc","CV:WEE","TSX Venture Exchange","Energy","Oil & Gas Equipment & Services","$32,629,541","5,500","Analyze"
"NBMFF","NEO BATTERY MATLS LTD","","","Unknown","","$32,622,111","0","Analyze"
"ACLHF","ACME LITHIUM INC","","","Unknown","","$32,614,033","0","Analyze"
"GGGOF","Galane Gold Ltd.","","","Materials","Gold","$32,553,869","319,496","Analyze"
